Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated,Team_Rank,Made_Playoffs
Luke Walton,LAL,60.0,33.0,4.4,9.3,0.474,0.8,0.387,3.6,0.499,0.517,1.8,2.4,0.745,1.5,3.6,5.0,4.3,1.0,0.4,2.0,11.4,2006-07,0.55,0.24,0,18,1
Steve Francis,NYK,44.0,28.1,3.2,7.8,0.408,1.0,0.378,2.2,0.422,0.469,4.0,4.8,0.829,0.8,2.8,3.6,3.9,0.9,0.3,2.3,11.3,2006-07,0.57,0.28,0,29,0
Willie Green,PHI,74.0,24.9,4.8,11.7,0.411,0.7,0.325,4.1,0.43,0.441,1.0,1.5,0.667,0.6,1.6,2.1,1.5,0.8,0.1,1.4,11.3,2006-07,0.46,0.09,0,26,0
Chris Webber,2TM,61.0,29.9,4.7,10.5,0.452,0.1,0.364,4.7,0.454,0.455,1.7,2.6,0.638,2.0,5.1,7.2,3.1,1.0,0.7,1.8,11.2,2006-07,0.48,0.24,0,-1,0
Marcus Camby,DEN,70.0,33.8,4.5,9.4,0.473,0.0,0.0,4.5,0.475,0.473,2.3,3.2,0.729,2.3,9.3,11.7,3.2,1.2,3.3,1.7,11.2,2006-07,0.52,0.33,0,16,1
DeShawn Stevenson,WAS,82.0,29.5,4.2,9.2,0.461,0.9,0.404,3.3,0.479,0.51,1.9,2.6,0.704,0.7,2.0,2.6,2.7,0.8,0.2,1.5,11.2,2006-07,0.54,0.13,0,20,1
Drew Gooden,CLE,80.0,28.0,4.6,9.8,0.473,0.0,0.167,4.6,0.476,0.474,1.8,2.5,0.714,3.3,5.2,8.5,1.1,0.9,0.4,1.4,11.1,2006-07,0.51,0.18,0,13,1
Smush Parker,LAL,82.0,30.0,4.2,9.6,0.436,1.3,0.365,2.8,0.479,0.506,1.4,2.1,0.646,0.5,2.0,2.5,2.8,1.5,0.1,1.9,11.1,2006-07,0.53,0.12,0,18,1
Mickaël Piétrus,GSW,72.0,26.9,4.0,8.1,0.488,1.3,0.388,2.7,0.558,0.567,1.9,2.9,0.648,1.1,3.4,4.5,0.9,0.7,0.8,1.5,11.1,2006-07,0.59,0.16,0,19,1
Luke Ridnour,SEA,71.0,29.5,4.2,9.8,0.433,0.7,0.353,3.5,0.453,0.468,1.8,2.2,0.805,0.4,1.9,2.3,5.2,1.2,0.3,2.2,11.0,2006-07,0.51,0.17,0,32,0
Tim Thomas,LAC,76.0,27.0,3.9,9.5,0.414,1.8,0.382,2.1,0.444,0.508,1.3,1.9,0.708,0.8,4.1,5.0,2.3,0.7,0.4,1.4,11.0,2006-07,0.53,0.16,0,22,0
Luther Head,HOU,80.0,27.6,3.8,8.8,0.437,2.2,0.441,1.6,0.431,0.564,1.0,1.3,0.79,0.4,2.8,3.2,2.4,1.0,0.1,1.7,10.9,2006-07,0.58,0.13,0,11,1
Jason Kapono,MIA,67.0,26.4,4.1,8.4,0.494,1.6,0.514,2.5,0.482,0.59,1.0,1.1,0.892,0.4,2.3,2.7,1.2,0.6,0.0,1.0,10.9,2006-07,0.61,0.15,0,17,1
Jason Williams,MIA,61.0,30.6,3.9,9.3,0.413,1.6,0.339,2.2,0.493,0.501,1.5,1.7,0.913,0.3,2.0,2.3,5.3,1.0,0.0,1.6,10.9,2006-07,0.54,0.2,0,17,1
Rudy Gay,MEM,78.0,27.0,4.1,9.7,0.422,0.7,0.364,3.4,0.436,0.457,1.9,2.7,0.727,1.2,3.3,4.5,1.3,0.9,0.9,1.8,10.8,2006-07,0.5,0.13,0,36,0
Samuel Dalembert,PHI,82.0,30.9,4.3,8.0,0.541,0.0,0.0,4.3,0.543,0.541,2.0,2.7,0.746,2.9,6.0,8.9,0.8,0.6,1.9,2.0,10.7,2006-07,0.58,0.2,0,26,0
Udonis Haslem,MIA,79.0,31.4,4.5,9.1,0.492,0.0,0.0,4.5,0.495,0.492,1.7,2.6,0.68,2.4,5.9,8.3,1.2,0.6,0.3,1.4,10.7,2006-07,0.52,0.18,0,17,1
David Lee,NYK,58.0,29.8,4.1,6.9,0.6,0.0,,4.1,0.6,0.6,2.4,3.0,0.815,3.4,7.0,10.4,1.8,0.8,0.4,1.6,10.7,2006-07,0.65,0.33,0,29,0
Bobby Jackson,NOK,56.0,23.8,3.6,9.3,0.394,1.0,0.327,2.7,0.425,0.446,2.3,3.0,0.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,10.6,2006-07,0.5,0.17,0,-1,0
Gerald Green,BOS,81.0,22.0,3.8,9.1,0.419,1.2,0.368,2.7,0.447,0.484,1.6,2.0,0.805,0.8,1.7,2.6,1.0,0.5,0.3,1.5,10.4,2006-07,0.52,0.09,0,35,0
Troy Murphy,2TM,68.0,27.2,3.9,8.5,0.458,0.9,0.395,3.1,0.479,0.508,1.6,2.1,0.745,1.5,4.6,6.1,1.9,0.7,0.6,1.1,10.3,2006-07,0.55,0.2,0,-1,0
Devin Harris,DAL,80.0,26.0,3.7,7.4,0.492,0.2,0.28,3.5,0.512,0.504,2.7,3.3,0.824,0.6,1.9,2.5,3.7,1.2,0.3,1.8,10.2,2006-07,0.58,0.15,0,7,1
Shane Battier,HOU,82.0,36.4,3.6,8.0,0.446,1.9,0.421,1.6,0.48,0.567,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1.0,0.7,0.9,10.1,2006-07,0.59,0.15,0,11,1
Rasual Butler,NOK,81.0,27.4,3.9,9.7,0.398,1.7,0.369,2.2,0.424,0.484,0.7,1.1,0.644,0.5,2.6,3.2,0.8,0.5,0.7,0.8,10.1,2006-07,0.5,0.1,0,-1,0
Derek Fisher,UTA,82.0,27.9,3.1,8.2,0.382,0.6,0.308,2.6,0.405,0.418,3.2,3.7,0.853,0.4,1.5,1.8,3.3,1.0,0.1,1.5,10.1,2006-07,0.51,0.11,0,12,1
Randy Foye,MIN,82.0,22.9,3.7,8.4,0.434,0.8,0.368,2.8,0.458,0.483,2.0,2.3,0.854,0.6,2.1,2.7,2.8,0.6,0.3,1.9,10.1,2006-07,0.54,0.12,0,30,0
Mike James,MIN,82.0,25.2,3.6,8.6,0.422,1.0,0.372,2.6,0.445,0.479,1.9,2.2,0.837,0.3,1.7,2.0,3.6,0.7,0.1,1.6,10.1,2006-07,0.53,0.12,0,30,0
Chris Kaman,LAC,75.0,29.0,3.9,8.7,0.451,0.0,0.0,3.9,0.452,0.451,2.2,3.0,0.741,2.1,5.7,7.8,1.1,0.5,1.5,2.0,10.1,2006-07,0.5,0.18,0,22,0
Nate Robinson,NYK,64.0,21.2,3.5,8.2,0.434,1.3,0.39,2.3,0.465,0.513,1.7,2.2,0.777,0.9,1.5,2.4,1.4,0.8,0.1,1.1,10.1,2006-07,0.55,0.13,0,29,0
Shareef Abdur-Rahim,SAC,80.0,25.2,3.9,8.2,0.474,0.0,0.15,3.8,0.484,0.476,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,9.9,2006-07,0.52,0.14,0,28,0
Matt Barnes,GSW,76.0,23.9,3.6,8.3,0.438,1.4,0.366,2.2,0.5,0.522,1.2,1.6,0.732,1.2,3.4,4.6,2.1,1.0,0.5,1.4,9.8,2006-07,0.54,0.15,0,19,1
Mikki Moore,NJN,79.0,26.4,3.9,6.4,0.609,0.0,0.0,3.9,0.61,0.609,2.0,3.0,0.681,1.8,3.3,5.1,0.9,0.6,0.8,1.4,9.8,2006-07,0.63,0.16,0,21,1
Boris Diaw,PHO,73.0,31.1,4.2,7.8,0.538,0.2,0.333,4.0,0.555,0.551,1.1,1.6,0.683,1.2,3.1,4.3,4.8,0.4,0.5,2.1,9.7,2006-07,0.57,0.18,0,8,1
Juwan Howard,HOU,80.0,26.5,3.9,8.3,0.465,0.0,,3.9,0.465,0.465,1.9,2.4,0.824,1.7,4.2,5.9,1.6,0.4,0.1,1.4,9.7,2006-07,0.52,0.14,0,11,1
Juan Dixon,2TM,81.0,23.8,3.7,8.7,0.425,1.0,0.35,2.7,0.461,0.482,1.2,1.4,0.871,0.3,1.6,2.0,1.5,0.9,0.1,1.2,9.6,2006-07,0.52,0.1,0,-1,0
Nick Collison,SEA,82.0,29.0,3.9,7.8,0.5,0.0,0.0,3.9,0.502,0.5,1.9,2.4,0.774,2.8,5.3,8.1,1.0,0.6,0.8,1.5,9.6,2006-07,0.54,0.17,0,32,0
Travis Outlaw,POR,67.0,22.9,3.7,8.5,0.434,0.1,0.27,3.5,0.445,0.443,2.1,2.7,0.79,1.0,2.3,3.2,0.8,0.9,1.1,1.0,9.6,2006-07,0.5,0.14,0,31,0
Andris Biedriņš,GSW,82.0,29.0,4.2,7.1,0.599,0.0,,4.2,0.599,0.599,1.1,2.0,0.521,3.1,6.2,9.3,1.1,0.8,1.7,1.5,9.5,2006-07,0.6,0.21,0,19,1
Tyson Chandler,NOK,73.0,34.6,4.0,6.4,0.624,0.0,0.0,4.0,0.625,0.624,1.5,2.8,0.527,4.4,8.0,12.4,0.9,0.5,1.8,1.7,9.5,2006-07,0.62,0.27,0,-1,0
Channing Frye,NYK,72.0,26.3,4.1,9.6,0.433,0.0,0.167,4.1,0.44,0.435,1.2,1.5,0.787,1.3,4.2,5.5,0.9,0.5,0.6,1.4,9.5,2006-07,0.46,0.14,0,29,0
Kenyon Martin,DEN,2.0,31.5,4.0,8.0,0.5,0.0,0.0,4.0,0.533,0.5,1.5,6.0,0.25,3.0,7.0,10.0,0.5,0.0,0.0,2.5,9.5,2006-07,0.45,4.5,0,16,1
Earl Watson,SEA,77.0,27.9,3.4,8.9,0.383,1.2,0.329,2.2,0.42,0.45,1.4,1.9,0.735,0.4,2.0,2.4,5.7,1.3,0.3,2.2,9.4,2006-07,0.48,0.14,0,32,0
Shaun Livingston,LAC,54.0,29.8,3.9,8.3,0.463,0.1,0.313,3.8,0.469,0.469,1.5,2.1,0.707,1.0,2.4,3.4,5.1,1.1,0.5,2.0,9.3,2006-07,0.5,0.23,0,22,0
Walter Herrmann,CHA,48.0,19.5,3.6,6.9,0.527,1.1,0.461,2.5,0.563,0.608,0.9,1.1,0.774,0.6,2.3,2.9,0.5,0.4,0.1,0.7,9.2,2006-07,0.62,0.19,0,-1,0
Boštjan Nachbar,NJN,76.0,20.2,3.0,6.5,0.457,1.5,0.423,1.5,0.496,0.57,1.7,2.2,0.805,0.4,3.0,3.3,0.8,0.4,0.3,0.9,9.2,2006-07,0.62,0.12,0,21,1
Jannero Pargo,NOK,82.0,20.9,3.5,8.4,0.409,1.0,0.388,2.5,0.418,0.467,1.3,1.5,0.852,0.2,2.0,2.2,2.5,0.6,0.0,1.5,9.2,2006-07,0.51,0.1,0,-1,0
Brevin Knight,CHA,45.0,28.3,3.4,8.1,0.419,0.0,0.056,3.4,0.438,0.42,2.3,2.8,0.805,0.3,2.2,2.6,6.6,1.5,0.1,2.1,9.1,2006-07,0.49,0.28,0,-1,0
Corliss Williamson,SAC,68.0,19.7,3.5,6.8,0.51,0.0,0.0,3.5,0.512,0.51,2.2,3.0,0.715,0.9,2.3,3.3,0.6,0.4,0.2,1.4,9.1,2006-07,0.56,0.12,0,28,0
LaMarcus Aldridge,POR,63.0,22.1,3.8,7.6,0.503,0.0,0.0,3.8,0.505,0.503,1.3,1.8,0.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,9.0,2006-07,0.54,0.17,0,31,0
Michael Finley,SAS,82.0,22.2,3.3,8.1,0.412,1.3,0.364,2.1,0.448,0.49,1.1,1.2,0.918,0.4,2.3,2.7,1.3,0.4,0.2,0.6,9.0,2006-07,0.52,0.1,0,9,1
Brad Miller,SAC,63.0,28.3,3.6,7.8,0.453,0.1,0.152,3.5,0.475,0.459,1.8,2.4,0.772,1.3,5.1,6.4,3.6,0.6,0.6,1.7,9.0,2006-07,0.51,0.22,0,28,0
Sasha Pavlović,CLE,67.0,22.9,3.3,7.3,0.453,0.9,0.405,2.4,0.474,0.514,1.5,1.9,0.794,0.3,2.0,2.4,1.6,0.8,0.3,1.5,9.0,2006-07,0.55,0.12,0,13,1
Trevor Ariza,ORL,57.0,22.4,3.5,6.5,0.539,0.0,0.0,3.5,0.549,0.539,1.9,3.0,0.62,1.7,2.6,4.4,1.1,1.0,0.3,1.5,8.9,2006-07,0.57,0.18,0,23,1
Morris Peterson,TOR,71.0,21.3,3.1,7.3,0.429,1.5,0.359,1.6,0.523,0.532,1.2,1.7,0.683,0.5,2.9,3.3,0.7,0.6,0.2,0.7,8.9,2006-07,0.55,0.12,0,15,1
Damien Wilkins,SEA,82.0,24.8,3.2,7.3,0.435,0.6,0.41,2.6,0.442,0.477,1.8,2.1,0.882,1.1,1.7,2.8,1.9,1.1,0.2,1.4,8.8,2006-07,0.54,0.11,0,32,0
José Calderón,TOR,77.0,21.0,3.4,6.6,0.521,0.3,0.333,3.1,0.553,0.546,1.5,1.9,0.818,0.3,1.5,1.7,5.0,0.8,0.1,1.4,8.7,2006-07,0.58,0.15,0,15,1
Alonzo Mourning,MIA,77.0,20.4,3.1,5.5,0.56,0.0,,3.1,0.56,0.56,2.4,4.0,0.601,1.6,2.9,4.5,0.2,0.2,2.3,1.7,8.6,2006-07,0.59,0.13,0,17,1
Joe Smith,2TM,65.0,23.1,3.3,7.3,0.449,0.0,0.0,3.3,0.453,0.449,1.9,2.3,0.845,1.8,4.3,6.2,0.8,0.6,0.4,1.2,8.5,2006-07,0.51,0.17,0,-1,0
Brent Barry,SAS,75.0,21.7,2.7,5.7,0.475,1.7,0.446,1.0,0.536,0.626,1.4,1.6,0.88,0.2,1.9,2.1,1.8,0.7,0.2,0.8,8.5,2006-07,0.66,0.12,0,9,1
Jorge Garbajosa,TOR,67.0,28.5,3.3,7.9,0.42,1.0,0.342,2.3,0.464,0.482,0.9,1.2,0.731,0.7,4.2,4.9,1.9,1.2,0.2,1.0,8.5,2006-07,0.5,0.16,0,15,1
John Salmons,SAC,79.0,27.0,3.0,6.5,0.456,0.5,0.357,2.5,0.484,0.495,2.0,2.6,0.779,0.6,2.7,3.3,3.2,0.9,0.3,1.5,8.5,2006-07,0.56,0.13,0,28,0
Antoine Walker,MIA,78.0,23.3,3.4,8.6,0.397,1.1,0.275,2.3,0.499,0.46,0.6,1.3,0.438,1.2,3.2,4.3,1.7,0.6,0.2,1.8,8.5,2006-07,0.46,0.1,0,17,1
Kwame Brown,LAL,41.0,27.6,3.5,5.9,0.591,0.0,0.0,3.5,0.593,0.591,1.4,3.3,0.44,2.0,4.0,6.0,1.8,1.0,1.2,1.9,8.4,2006-07,0.57,0.3,0,18,1
Maurice Evans,LAL,76.0,22.8,3.1,7.1,0.432,0.6,0.361,2.4,0.455,0.476,1.6,2.0,0.787,1.2,1.7,2.9,1.0,0.5,0.2,0.8,8.4,2006-07,0.53,0.1,0,18,1
Eddie House,NJN,56.0,16.9,3.2,7.5,0.428,1.3,0.429,1.9,0.427,0.517,0.6,0.6,0.917,0.3,1.4,1.6,1.2,0.5,0.1,0.5,8.4,2006-07,0.54,0.12,0,21,1
Ime Udoka,POR,75.0,28.6,3.2,6.9,0.461,1.2,0.406,2.0,0.502,0.548,0.9,1.2,0.742,1.3,2.5,3.7,1.5,0.9,0.2,1.0,8.4,2006-07,0.57,0.13,0,31,0
Andrei Kirilenko,UTA,70.0,29.3,2.8,6.0,0.471,0.2,0.213,2.6,0.528,0.49,2.5,3.4,0.728,1.3,3.4,4.7,2.9,1.1,2.1,1.9,8.3,2006-07,0.55,0.19,0,12,1
James White,SAS,6.0,22.8,3.0,6.8,0.439,0.3,0.286,2.7,0.471,0.463,2.0,2.5,0.8,0.5,2.8,3.3,0.8,0.5,0.2,0.8,8.3,2006-07,0.53,1.33,0,9,1
Antonio McDyess,DET,82.0,21.1,3.5,6.6,0.526,0.0,,3.5,0.526,0.526,1.2,1.7,0.691,2.0,4.0,6.0,0.9,0.7,0.8,0.9,8.1,2006-07,0.55,0.15,0,10,1
Derek Anderson,CHA,50.0,23.8,2.5,5.9,0.429,1.1,0.355,1.4,0.507,0.52,1.9,2.1,0.877,0.6,1.7,2.3,2.7,1.0,0.1,1.1,8.0,2006-07,0.59,0.19,0,-1,0
Darko Miličić,ORL,80.0,23.9,3.1,6.9,0.454,0.0,0.0,3.1,0.455,0.454,1.8,2.9,0.613,1.8,3.7,5.5,1.1,0.6,1.8,1.6,8.0,2006-07,0.49,0.13,0,23,1
Keyon Dooling,ORL,66.0,21.7,2.8,6.9,0.41,0.5,0.323,2.4,0.434,0.444,1.7,2.1,0.809,0.3,1.0,1.3,1.7,0.8,0.2,1.1,7.9,2006-07,0.5,0.1,0,23,1
Andrew Bynum,LAL,82.0,21.9,3.0,5.4,0.558,0.0,0.0,3.0,0.561,0.558,1.7,2.6,0.668,1.7,4.2,5.9,1.1,0.1,1.6,1.4,7.8,2006-07,0.6,0.14,0,18,1
Gordan Giriček,UTA,61.0,19.5,2.9,6.2,0.462,0.9,0.426,2.0,0.479,0.53,1.2,1.4,0.816,0.4,1.7,2.1,1.0,0.5,0.1,1.0,7.8,2006-07,0.57,0.11,0,12,1
Stromile Swift,MEM,54.0,19.1,3.0,6.4,0.465,0.0,0.0,3.0,0.472,0.465,1.8,2.5,0.724,1.6,3.1,4.6,0.3,0.6,1.1,1.3,7.8,2006-07,0.52,0.17,0,36,0
Bonzi Wells,HOU,28.0,21.1,3.0,7.4,0.411,0.0,0.143,3.0,0.42,0.413,1.6,2.9,0.561,0.9,3.4,4.3,1.1,0.9,0.5,2.0,7.8,2006-07,0.45,0.25,0,11,1
Eddie Jones,2TM,64.0,24.9,2.8,6.6,0.422,1.2,0.351,1.6,0.5,0.514,0.9,1.2,0.787,0.5,2.5,3.0,1.7,1.1,0.2,0.7,7.7,2006-07,0.54,0.14,0,-1,0
Carlos Arroyo,ORL,72.0,18.1,2.8,6.6,0.425,0.2,0.275,2.6,0.443,0.439,1.8,2.3,0.795,0.4,1.4,1.9,2.8,0.5,0.0,1.3,7.7,2006-07,0.51,0.1,0,23,1
Tarence Kinsey,MEM,48.0,20.1,2.9,6.3,0.457,0.3,0.283,2.6,0.488,0.479,1.6,2.0,0.796,0.6,1.4,2.0,0.9,1.1,0.0,1.0,7.7,2006-07,0.54,0.14,0,36,0
James Posey,MIA,71.0,27.0,2.6,6.1,0.431,1.4,0.375,1.3,0.514,0.543,1.1,1.4,0.827,0.9,4.1,5.0,1.3,1.0,0.3,0.8,7.7,2006-07,0.57,0.15,0,17,1
Salim Stoudamire,ATL,61.0,17.0,2.9,7.0,0.416,0.9,0.361,2.0,0.448,0.482,1.0,1.1,0.897,0.1,1.1,1.2,1.0,0.3,0.0,0.9,7.7,2006-07,0.51,0.08,0,33,0
Linas Kleiza,DEN,79.0,18.8,2.5,6.0,0.422,1.1,0.376,1.5,0.462,0.509,1.5,1.7,0.852,1.0,2.4,3.4,0.6,0.4,0.2,1.0,7.6,2006-07,0.56,0.09,0,16,1
Darius Songaila,WAS,37.0,18.9,3.2,6.1,0.524,0.0,0.0,3.2,0.529,0.524,1.2,1.5,0.852,1.2,2.4,3.6,1.0,0.5,0.3,1.2,7.6,2006-07,0.56,0.23,0,20,1
Dahntay Jones,MEM,78.0,21.4,2.8,5.9,0.477,0.1,0.417,2.8,0.479,0.483,1.8,2.2,0.793,0.6,1.4,2.0,0.9,0.5,0.3,1.2,7.5,2006-07,0.55,0.08,0,36,0
Damon Stoudamire,MEM,62.0,24.2,2.8,7.0,0.391,1.0,0.337,1.8,0.427,0.459,1.1,1.3,0.795,0.5,1.7,2.2,4.8,0.8,0.0,1.6,7.5,2006-07,0.5,0.15,0,36,0
Craig Smith,MIN,82.0,18.7,3.0,5.6,0.531,0.0,0.0,3.0,0.538,0.531,1.4,2.3,0.624,1.8,3.3,5.1,0.6,0.6,0.2,0.9,7.4,2006-07,0.56,0.12,0,30,0
Marc Jackson,NOK,56.0,18.3,2.8,6.9,0.41,0.0,0.0,2.8,0.411,0.41,1.6,1.8,0.874,1.1,2.3,3.4,1.0,0.4,0.1,1.2,7.3,2006-07,0.47,0.12,0,-1,0
Chris Duhon,CHI,78.0,24.4,2.5,6.2,0.408,1.1,0.359,1.4,0.458,0.499,1.0,1.3,0.752,0.3,1.9,2.2,4.0,0.9,0.1,1.3,7.2,2006-07,0.53,0.12,0,14,1
Jarvis Hayes,WAS,81.0,20.1,2.8,6.7,0.41,0.8,0.361,2.0,0.435,0.471,0.9,1.0,0.845,0.5,2.1,2.6,1.0,0.6,0.2,0.7,7.2,2006-07,0.5,0.09,0,20,1
Kelenna Azubuike,GSW,41.0,16.3,2.4,5.4,0.445,0.8,0.43,1.6,0.454,0.523,1.5,1.9,0.782,0.6,1.7,2.3,0.7,0.5,0.2,1.0,7.1,2006-07,0.57,0.16,0,19,1
Erick Dampier,DAL,76.0,25.2,2.8,4.4,0.626,0.0,,2.8,0.626,0.626,1.6,2.5,0.623,2.9,4.6,7.4,0.6,0.3,1.1,1.4,7.1,2006-07,0.65,0.17,0,7,1
Antonio Daniels,WAS,80.0,22.0,2.2,4.9,0.442,0.2,0.302,1.9,0.469,0.467,2.6,3.1,0.832,0.2,1.7,1.9,3.6,0.5,0.1,0.9,7.1,2006-07,0.57,0.11,0,20,1
Marquis Daniels,IND,45.0,17.8,2.9,6.2,0.459,0.1,0.231,2.7,0.482,0.47,1.2,1.8,0.7,0.6,1.2,1.8,1.3,0.6,0.2,1.2,7.1,2006-07,0.51,0.13,0,25,0
Donyell Marshall,CLE,81.0,16.8,2.6,6.1,0.424,1.2,0.351,1.4,0.514,0.52,0.7,1.0,0.663,1.1,2.9,4.0,0.6,0.5,0.5,0.8,7.0,2006-07,0.54,0.1,0,13,1
Martell Webster,POR,82.0,21.5,2.4,6.0,0.396,1.1,0.364,1.3,0.43,0.489,1.1,1.6,0.705,0.5,2.4,2.9,0.6,0.4,0.2,0.9,7.0,2006-07,0.52,0.07,0,31,0
Jason Hart,2TM,36.0,23.5,2.8,6.2,0.446,0.2,0.241,2.6,0.477,0.462,1.2,1.3,0.894,0.4,2.3,2.7,2.9,1.2,0.0,1.1,6.9,2006-07,0.51,0.25,0,-1,0
Brian Cook,LAL,65.0,15.7,2.8,6.3,0.453,0.7,0.4,2.1,0.474,0.51,0.5,0.7,0.723,0.9,2.4,3.3,1.0,0.4,0.4,0.8,6.9,2006-07,0.52,0.12,0,18,1
Paul Millsap,UTA,82.0,18.0,2.5,4.9,0.525,0.0,0.333,2.5,0.527,0.526,1.7,2.5,0.673,2.2,2.9,5.2,0.8,0.8,0.9,1.1,6.8,2006-07,0.57,0.12,0,12,1
Anderson Varejão,CLE,81.0,23.9,2.4,5.0,0.476,0.0,0.0,2.4,0.487,0.476,2.0,3.3,0.616,2.4,4.4,6.7,0.9,0.9,0.6,0.8,6.8,2006-07,0.53,0.14,0,13,1
Marcus Williams,NJN,79.0,16.6,2.6,6.7,0.395,0.6,0.282,2.1,0.446,0.439,0.9,1.1,0.847,0.4,1.7,2.1,3.3,0.4,0.0,1.8,6.8,2006-07,0.47,0.08,0,21,1
Trenton Hassell,MIN,76.0,29.3,2.9,5.8,0.49,0.1,0.24,2.8,0.505,0.497,0.9,1.2,0.783,1.1,2.1,3.2,2.7,0.3,0.3,1.1,6.7,2006-07,0.53,0.12,0,30,0
Ronald Murray,DET,69.0,21.4,2.6,6.3,0.404,0.3,0.289,2.2,0.431,0.432,1.3,1.7,0.725,0.4,1.3,1.6,2.7,0.7,0.2,1.3,6.7,2006-07,0.48,0.09,0,10,1
Rodney Carney,PHI,67.0,17.4,2.7,5.9,0.464,0.4,0.347,2.3,0.491,0.496,0.8,1.3,0.609,0.6,1.3,1.9,0.4,0.6,0.3,0.6,6.6,2006-07,0.51,0.08,0,26,0
Brendan Haywood,WAS,77.0,22.6,2.6,4.6,0.558,0.0,,2.6,0.558,0.558,1.5,2.7,0.548,2.5,3.7,6.2,0.6,0.4,1.1,1.2,6.6,2006-07,0.57,0.14,0,20,1
Damon Jones,CLE,60.0,19.6,2.3,5.9,0.386,1.5,0.385,0.8,0.387,0.511,0.5,0.7,0.682,0.2,1.0,1.1,1.6,0.3,0.0,0.6,6.6,2006-07,0.53,0.09,0,13,1
Eduardo Nájera,DEN,75.0,22.1,2.7,4.7,0.576,0.0,0.083,2.7,0.594,0.578,1.2,1.6,0.715,1.7,2.4,4.1,0.9,1.0,0.3,0.7,6.6,2006-07,0.61,0.13,0,16,1
Vladimir Radmanović,LAL,55.0,17.9,2.4,5.7,0.424,0.7,0.339,1.7,0.475,0.487,1.0,1.3,0.726,1.0,2.3,3.3,1.2,0.5,0.3,1.3,6.6,2006-07,0.53,0.13,0,18,1
Fred Jones,2TM,63.0,20.9,2.2,5.7,0.385,0.6,0.305,1.6,0.429,0.439,1.5,1.8,0.833,0.4,1.5,1.8,1.7,0.8,0.3,1.1,6.5,2006-07,0.5,0.1,0,-1,0
Jamaal Magloire,POR,81.0,21.0,2.5,4.9,0.504,0.0,,2.5,0.504,0.504,1.6,3.0,0.541,1.9,4.2,6.1,0.4,0.3,0.8,1.6,6.5,2006-07,0.52,0.11,0,31,0
Steve Blake,2TM,82.0,27.1,2.5,6.2,0.411,0.8,0.322,1.7,0.472,0.476,0.5,0.8,0.672,0.3,1.8,2.1,5.0,0.7,0.1,1.6,6.4,2006-07,0.49,0.11,0,-1,0
Devean George,DAL,60.0,21.4,2.4,6.2,0.395,0.9,0.353,1.6,0.423,0.466,0.6,0.8,0.75,1.0,2.6,3.6,0.6,0.8,0.4,0.9,6.4,2006-07,0.49,0.12,0,7,1
Joey Graham,TOR,79.0,16.7,2.4,4.9,0.495,0.1,0.29,2.3,0.513,0.506,1.4,1.7,0.84,0.7,2.4,3.1,0.6,0.4,0.1,0.6,6.4,2006-07,0.57,0.09,0,15,1
Steven Hunter,PHI,70.0,22.9,2.7,4.7,0.577,0.0,,2.7,0.577,0.577,1.1,2.2,0.49,1.6,3.2,4.8,0.4,0.2,1.1,0.9,6.4,2006-07,0.56,0.13,0,26,0
James Jones,PHO,76.0,18.1,2.1,5.8,0.368,1.2,0.378,0.9,0.356,0.47,0.9,1.1,0.877,0.4,1.9,2.3,0.6,0.4,0.6,0.4,6.4,2006-07,0.51,0.08,0,8,1
Rajon Rondo,BOS,78.0,23.5,2.4,5.8,0.418,0.1,0.207,2.3,0.432,0.424,1.5,2.4,0.647,0.9,2.8,3.7,3.8,1.6,0.1,1.8,6.4,2006-07,0.47,0.12,0,35,0
Ben Wallace,CHI,77.0,35.0,2.5,5.5,0.453,0.0,0.2,2.5,0.456,0.454,1.4,3.5,0.408,3.9,6.7,10.7,2.4,1.4,2.0,1.3,6.4,2006-07,0.45,0.21,0,14,1
Ike Diogu,2TM,59.0,12.9,2.2,4.5,0.477,0.0,,2.2,0.477,0.477,1.9,2.4,0.8,1.3,2.2,3.4,0.4,0.1,0.4,1.1,6.2,2006-07,0.56,0.11,0,-1,0
Bruce Bowen,SAS,82.0,30.0,2.3,5.7,0.405,1.1,0.384,1.2,0.426,0.5,0.5,0.9,0.589,0.3,2.4,2.7,1.4,0.8,0.3,0.8,6.2,2006-07,0.51,0.08,0,9,1
Rasho Nesterović,TOR,80.0,21.0,2.9,5.3,0.546,0.0,0.0,2.9,0.548,0.546,0.4,0.6,0.68,1.4,3.1,4.5,0.9,0.5,1.1,0.7,6.2,2006-07,0.56,0.12,0,15,1
Johan Petro,SEA,81.0,18.6,2.8,5.4,0.516,0.0,,2.8,0.516,0.516,0.6,1.0,0.649,1.1,3.0,4.1,0.6,0.5,0.6,1.0,6.2,2006-07,0.53,0.1,0,32,0
