Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Previously_Nominated,TS%,EFF
Larry Krystkowiak,ORL,34.0,20.1,2.1,4.4,0.48,0.0,0.0,2.1,0.483,0.48,0.9,1.1,0.795,1.1,2.5,3.6,1.0,0.4,0.1,0.9,5.1,1993-94,0,0.52,0.2
Eric Leckner,PHI,71.0,16.4,2.0,4.0,0.486,0.0,0.0,2.0,0.489,0.486,1.2,1.8,0.646,1.1,2.9,4.0,1.2,0.3,0.5,1.2,5.1,1993-94,0,0.53,0.1
LaBradford Smith,2TM,66.0,13.3,1.9,4.6,0.405,0.3,0.35,1.6,0.419,0.44,1.0,1.3,0.75,0.5,0.8,1.3,1.7,0.6,0.1,0.8,5.0,1993-94,0,0.48,0.07
Danny Ferry,CLE,70.0,13.8,2.1,4.8,0.446,0.2,0.275,1.9,0.477,0.467,0.5,0.6,0.884,0.7,1.3,2.0,1.1,0.4,0.3,0.6,5.0,1993-94,0,0.49,0.08
Bryon Russell,UTA,67.0,16.7,2.0,4.2,0.484,0.0,0.091,2.0,0.518,0.487,0.9,1.5,0.614,0.9,1.8,2.7,0.8,1.0,0.3,0.8,5.0,1993-94,0,0.51,0.09
Alaa Abdelnaby,BOS,13.0,12.2,1.8,4.2,0.436,0.0,,1.8,0.436,0.436,1.2,1.9,0.64,0.9,2.6,3.5,0.2,0.2,0.2,1.3,4.9,1993-94,0,0.49,0.35
Jimmy Oliver,BOS,44.0,12.3,2.0,4.9,0.416,0.3,0.406,1.7,0.418,0.446,0.6,0.8,0.758,0.2,0.9,1.0,0.8,0.4,0.0,0.5,4.9,1993-94,0,0.47,0.08
Scott Burrell,CHH,51.0,15.0,1.9,4.6,0.419,0.0,0.333,1.9,0.421,0.423,0.9,1.4,0.657,0.9,1.7,2.6,1.2,0.7,0.3,0.9,4.8,1993-94,0,0.46,0.11
Greg Graham,PHI,70.0,12.7,1.7,4.4,0.4,0.0,0.08,1.7,0.429,0.403,1.3,1.6,0.836,0.3,0.9,1.2,0.9,0.9,0.1,0.9,4.8,1993-94,0,0.47,0.06
Sam Mitchell,IND,75.0,14.5,1.9,4.1,0.458,0.0,0.0,1.9,0.465,0.458,1.1,1.5,0.745,0.9,1.6,2.5,0.9,0.4,0.1,0.7,4.8,1993-94,0,0.5,0.07
James Robinson,POR,58.0,11.6,1.8,4.9,0.365,0.4,0.315,1.4,0.382,0.405,0.8,1.2,0.672,0.6,0.8,1.3,1.2,0.5,0.3,0.9,4.8,1993-94,0,0.44,0.06
Kenny Walker,WSB,73.0,19.1,1.8,3.8,0.482,0.0,0.0,1.8,0.487,0.482,1.2,1.7,0.696,1.6,2.3,4.0,0.5,0.4,0.8,0.6,4.8,1993-94,0,0.53,0.1
James Edwards,LAL,45.0,10.4,1.7,3.7,0.464,0.0,,1.7,0.464,0.464,1.2,1.8,0.684,0.2,1.2,1.4,0.5,0.1,0.1,0.7,4.7,1993-94,0,0.52,0.08
Carl Herrera,HOU,75.0,17.2,1.9,4.1,0.458,0.0,,1.9,0.458,0.458,0.9,1.3,0.711,1.3,2.5,3.8,0.5,0.4,0.3,0.9,4.7,1993-94,0,0.5,0.08
Dennis Rodman,SAS,79.0,37.8,2.0,3.7,0.534,0.1,0.208,1.9,0.563,0.543,0.7,1.3,0.52,5.7,11.6,17.3,2.3,0.7,0.4,1.7,4.7,1993-94,0,0.55,0.27
Mark West,PHO,82.0,15.1,2.0,3.5,0.566,0.0,,2.0,0.566,0.566,0.7,1.4,0.5,1.4,2.2,3.6,0.4,0.4,1.3,0.9,4.7,1993-94,0,0.57,0.09
Ron Anderson,2TM,21.0,17.0,1.7,4.1,0.407,0.3,0.269,1.3,0.467,0.448,0.9,1.1,0.826,0.8,1.8,2.5,0.8,0.4,0.1,0.5,4.6,1993-94,0,0.5,0.25
Anthony Bowie,ORL,70.0,13.5,2.0,4.1,0.481,0.0,0.056,2.0,0.509,0.483,0.6,0.7,0.837,0.4,1.3,1.7,1.5,0.5,0.2,0.8,4.6,1993-94,0,0.52,0.08
Michael Cage,SEA,82.0,20.8,2.1,3.8,0.545,0.0,0.0,2.1,0.546,0.545,0.4,0.9,0.486,2.0,3.4,5.4,0.5,0.9,0.5,0.6,4.6,1993-94,0,0.55,0.11
Frank Johnson,PHO,70.0,12.5,1.9,4.3,0.448,0.0,0.167,1.9,0.46,0.452,0.8,1.0,0.783,0.4,0.8,1.2,2.1,0.6,0.0,0.9,4.6,1993-94,0,0.49,0.07
Jayson Williams,NJN,70.0,12.5,1.8,4.2,0.427,0.0,,1.8,0.427,0.427,1.0,1.7,0.605,1.6,2.2,3.8,0.4,0.2,0.5,0.5,4.6,1993-94,0,0.46,0.08
Todd Lichti,3TM,13.0,9.7,1.5,3.9,0.392,0.2,1.0,1.4,0.367,0.412,1.2,1.9,0.64,0.6,1.1,1.7,0.8,0.5,0.1,0.4,4.5,1993-94,0,0.48,0.32
Todd Lichti,ORL,4.0,5.0,1.0,2.3,0.444,0.0,,1.0,0.444,0.444,0.0,0.0,,0.8,0.3,1.0,0.5,0.5,0.0,0.5,2.0,1993-94,0,0.43,0.55
Todd Lichti,GSW,5.0,11.6,2.0,5.6,0.357,0.4,1.0,1.6,0.308,0.393,1.8,2.2,0.818,0.6,1.4,2.0,0.6,0.0,0.0,0.0,6.2,1993-94,0,0.47,0.96
Todd Lichti,BOS,4.0,12.0,1.5,3.5,0.429,0.0,,1.5,0.429,0.429,1.8,3.5,0.5,0.5,1.5,2.0,1.5,1.3,0.3,0.8,4.8,1993-94,0,0.48,1.35
Randy Brown,SAC,61.0,17.1,1.8,4.1,0.438,0.0,0.0,1.8,0.445,0.438,0.9,1.4,0.609,0.7,1.2,1.8,2.2,1.0,0.2,1.2,4.5,1993-94,0,0.48,0.09
Marlon Maxey,MIN,55.0,11.4,1.6,3.0,0.533,0.0,0.0,1.6,0.539,0.533,1.3,1.8,0.714,1.4,2.3,3.6,0.2,0.3,0.6,0.7,4.5,1993-94,0,0.59,0.12
Duane Causwell,SAC,41.0,16.4,1.7,3.3,0.518,0.0,,1.7,0.518,0.518,1.0,1.7,0.588,1.7,2.9,4.5,0.3,0.5,1.2,0.8,4.4,1993-94,0,0.54,0.19
LeRon Ellis,CHH,50.0,13.6,1.8,3.6,0.484,0.0,,1.8,0.484,0.484,0.9,1.4,0.662,1.4,2.4,3.8,0.5,0.3,0.5,0.4,4.4,1993-94,0,0.52,0.14
Adam Keefe,ATL,63.0,12.1,1.5,3.4,0.451,0.0,,1.5,0.451,0.451,1.3,1.8,0.73,1.2,2.0,3.2,0.5,0.3,0.1,1.0,4.3,1993-94,0,0.51,0.08
Larry Stewart,WSB,3.0,11.7,1.0,2.7,0.375,0.0,,1.0,0.375,0.375,2.3,3.3,0.7,0.3,2.0,2.3,0.7,0.7,0.3,0.7,4.3,1993-94,0,0.52,1.63
Rumeal Robinson,2TM,31.0,12.8,1.8,4.9,0.362,0.3,0.4,1.5,0.356,0.388,0.4,0.9,0.448,0.2,0.8,1.0,2.0,0.6,0.1,1.4,4.2,1993-94,0,0.4,0.09
Darren Morningstar,2TM,23.0,16.0,1.7,3.6,0.476,0.0,,1.7,0.476,0.476,0.8,1.3,0.6,1.3,2.2,3.5,0.7,0.6,0.1,0.8,4.2,1993-94,0,0.5,0.26
Jon Koncak,ATL,82.0,22.2,1.9,4.5,0.431,0.0,0.0,1.9,0.434,0.431,0.3,0.4,0.667,1.0,3.4,4.5,1.2,0.8,1.5,0.5,4.2,1993-94,0,0.45,0.11
Larry Robinson,HOU,6.0,9.2,1.7,3.3,0.5,0.3,0.25,1.3,0.667,0.55,0.5,1.3,0.375,0.7,1.0,1.7,1.0,1.2,0.0,1.7,4.2,1993-94,0,0.54,0.67
Sean Green,2TM,36.0,9.3,1.8,5.1,0.344,0.3,0.244,1.5,0.373,0.372,0.4,0.5,0.722,0.3,0.7,0.9,0.4,0.5,0.2,0.8,4.1,1993-94,0,0.39,0.05
Tom Hammonds,DEN,74.0,11.9,1.6,3.1,0.5,0.0,,1.6,0.5,0.5,1.0,1.4,0.683,0.8,1.9,2.7,0.5,0.3,0.2,0.6,4.1,1993-94,0,0.55,0.07
David Wood,DET,78.0,15.2,1.5,3.3,0.459,0.3,0.449,1.2,0.462,0.502,0.8,1.1,0.756,1.3,1.7,3.1,0.7,0.5,0.2,0.4,4.1,1993-94,0,0.54,0.08
Brad Lohaus,MIL,67.0,14.4,1.5,4.2,0.363,0.7,0.343,0.8,0.381,0.445,0.3,0.4,0.69,0.5,1.7,2.2,0.9,0.4,0.8,0.9,4.0,1993-94,0,0.46,0.07
Mark Macon,2TM,42.0,11.8,1.6,4.4,0.375,0.0,0.2,1.6,0.385,0.38,0.5,0.8,0.676,0.4,0.5,1.0,1.2,0.9,0.0,1.0,3.9,1993-94,0,0.41,0.07
Joe Kleine,PHO,74.0,11.5,1.7,3.5,0.488,0.1,0.455,1.6,0.49,0.498,0.4,0.5,0.769,0.7,1.9,2.6,0.6,0.2,0.3,0.5,3.9,1993-94,0,0.52,0.07
Elliot Perry,PHO,27.0,16.0,1.6,4.2,0.372,0.0,0.0,1.6,0.382,0.372,0.8,1.0,0.75,0.4,1.0,1.4,4.6,0.9,0.0,1.6,3.9,1993-94,0,0.42,0.24
Sleepy Floyd,SAS,53.0,13.9,1.3,3.9,0.335,0.2,0.222,1.2,0.358,0.354,1.0,1.5,0.667,0.2,1.1,1.3,1.9,0.2,0.2,1.2,3.8,1993-94,0,0.42,0.06
Tom Tolbert,LAC,49.0,13.1,1.5,3.6,0.418,0.1,0.375,1.4,0.422,0.435,0.7,0.9,0.733,0.7,1.5,2.2,0.6,0.3,0.3,0.8,3.8,1993-94,0,0.48,0.08
Terry Davis,DAL,15.0,19.1,1.6,3.9,0.407,0.0,,1.6,0.407,0.407,0.5,0.8,0.667,2.0,2.9,4.9,0.4,0.6,0.1,0.3,3.7,1993-94,0,0.44,0.45
Chris King,SEA,15.0,5.7,1.3,3.2,0.396,0.1,0.286,1.1,0.415,0.417,1.0,1.7,0.577,0.3,0.7,1.0,0.7,0.3,0.0,0.8,3.7,1993-94,0,0.47,0.15
Mike Brown,MIN,82.0,23.4,1.4,3.2,0.427,0.0,0.0,1.4,0.43,0.427,0.9,1.4,0.653,1.5,4.0,5.5,0.9,0.6,0.4,0.9,3.6,1993-94,0,0.47,0.1
Jo Jo English,CHI,36.0,11.6,1.6,3.6,0.434,0.2,0.471,1.3,0.429,0.465,0.3,0.6,0.476,0.3,1.0,1.3,1.1,0.2,0.3,1.0,3.6,1993-94,0,0.47,0.09
Warren Kidd,PHI,68.0,13.0,1.5,2.5,0.592,0.0,,1.5,0.592,0.592,0.7,1.3,0.547,1.1,2.3,3.4,0.3,0.3,0.3,0.6,3.6,1993-94,0,0.59,0.08
Doug Overton,WSB,61.0,12.3,1.4,3.5,0.403,0.0,0.091,1.4,0.42,0.405,0.7,0.9,0.827,0.3,0.8,1.1,1.5,0.3,0.0,0.9,3.6,1993-94,0,0.46,0.05
Ennis Whatley,ATL,82.0,12.2,1.5,2.9,0.508,0.0,0.0,1.5,0.522,0.508,0.6,0.8,0.788,0.3,0.9,1.2,2.2,0.7,0.0,1.0,3.6,1993-94,0,0.55,0.06
Randy Woods,LAC,40.0,8.8,1.2,3.3,0.368,0.7,0.346,0.6,0.4,0.47,0.5,0.9,0.571,0.3,0.4,0.7,1.8,0.6,0.1,0.9,3.6,1993-94,0,0.49,0.08
Matt Bullard,HOU,65.0,11.2,1.2,3.5,0.345,0.8,0.325,0.4,0.389,0.456,0.3,0.4,0.769,0.4,0.9,1.3,1.0,0.2,0.1,0.4,3.5,1993-94,0,0.48,0.05
Tony Bennett,CHH,74.0,13.3,1.4,3.6,0.399,0.4,0.36,1.1,0.415,0.451,0.1,0.2,0.733,0.2,1.0,1.2,2.2,0.5,0.0,0.5,3.4,1993-94,0,0.46,0.06
Stephen Howard,UTA,9.0,5.9,1.1,1.9,0.588,0.0,,1.1,0.588,0.588,1.2,1.8,0.688,1.1,0.7,1.8,0.1,0.1,0.3,0.7,3.4,1993-94,0,0.63,0.4
Henry James,LAC,12.0,6.3,1.3,3.5,0.381,0.3,0.222,1.0,0.5,0.429,0.4,0.4,1.0,0.5,0.7,1.2,0.1,0.2,0.0,0.2,3.4,1993-94,0,0.46,0.21
Rex Walters,NJN,48.0,8.0,1.3,2.4,0.522,0.3,0.5,1.0,0.529,0.583,0.6,0.7,0.824,0.1,0.7,0.8,1.5,0.3,0.1,0.6,3.4,1993-94,0,0.63,0.09
Greg Foster,MIL,3.0,6.3,1.3,2.3,0.571,0.0,,1.3,0.571,0.571,0.7,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,3.3,1993-94,0,0.63,1.1
Kurt Rambis,LAL,50.0,12.7,1.2,2.3,0.518,0.0,0.0,1.2,0.522,0.518,0.9,1.4,0.648,1.7,2.1,3.8,0.6,0.4,0.5,0.5,3.3,1993-94,0,0.57,0.13
Herb Williams,NYK,70.0,11.1,1.5,3.3,0.442,0.0,0.0,1.5,0.444,0.442,0.4,0.6,0.643,0.8,1.8,2.6,0.4,0.3,0.6,0.6,3.3,1993-94,0,0.46,0.07
Joe Courtney,2TM,52.0,6.6,1.3,2.8,0.453,0.0,0.667,1.3,0.448,0.459,0.6,0.9,0.681,0.5,0.5,1.1,0.3,0.2,0.2,0.4,3.2,1993-94,0,0.5,0.05
Mike Peplowski,SAC,55.0,12.1,1.4,2.6,0.539,0.0,0.0,1.4,0.543,0.539,0.4,0.8,0.545,0.9,2.2,3.1,0.4,0.3,0.5,0.6,3.2,1993-94,0,0.54,0.1
Walter Bond,UTA,56.0,10.0,1.1,2.8,0.404,0.3,0.352,0.8,0.431,0.465,0.6,0.7,0.775,0.4,0.7,1.1,0.6,0.3,0.2,0.3,3.1,1993-94,0,0.5,0.06
Ben Coleman,DET,9.0,8.6,1.3,2.8,0.48,0.0,,1.3,0.48,0.48,0.4,0.9,0.5,1.1,1.8,2.9,0.0,0.2,0.2,0.8,3.1,1993-94,0,0.48,0.4
Andrew Gaze,WSB,7.0,10.0,1.1,2.4,0.471,0.6,0.5,0.6,0.444,0.588,0.3,0.3,1.0,0.1,0.9,1.0,0.7,0.3,0.1,0.4,3.1,1993-94,0,0.61,0.5
David Wesley,NJN,60.0,9.0,1.1,2.9,0.368,0.2,0.234,0.9,0.417,0.399,0.7,0.9,0.83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,3.1,1993-94,0,0.47,0.06
Mike Gminski,2TM,29.0,10.7,1.2,3.6,0.35,0.0,,1.2,0.35,0.35,0.5,0.6,0.778,0.8,1.8,2.6,0.4,0.4,0.6,0.4,3.0,1993-94,0,0.39,0.14
Tim Kempton,2TM,13.0,10.5,1.2,2.9,0.395,0.0,,1.2,0.395,0.395,0.7,1.2,0.563,0.8,1.1,1.8,0.7,0.5,0.2,0.8,3.0,1993-94,0,0.44,0.25
Corie Blount,CHI,67.0,10.3,1.1,2.6,0.437,0.0,,1.1,0.437,0.437,0.7,1.1,0.613,1.1,1.8,2.9,0.8,0.3,0.5,0.8,3.0,1993-94,0,0.49,0.07
Chucky Brown,DAL,1.0,10.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1993-94,0,1.04,4.0
Chad Gallagher,UTA,2.0,1.5,1.5,1.5,1.0,0.0,,1.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1993-94,0,1.0,1.5
Josh Grant,GSW,53.0,7.2,1.1,2.8,0.404,0.3,0.279,0.8,0.494,0.462,0.4,0.5,0.759,0.5,1.2,1.7,0.5,0.3,0.2,0.6,3.0,1993-94,0,0.5,0.06
Andrés Guibert,MIN,5.0,6.6,1.2,4.0,0.3,0.0,,1.2,0.3,0.3,0.6,1.2,0.5,2.0,1.2,3.2,0.4,0.0,0.2,1.2,3.0,1993-94,0,0.33,0.44
Chuck Nevitt,SAS,1.0,1.0,0.0,0.0,,0.0,,0.0,,,3.0,6.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1993-94,0,0.57,0.0
Gerald Paddio,3TM,18.0,7.6,1.2,3.3,0.367,0.0,0.0,1.2,0.373,0.367,0.5,0.9,0.563,0.3,0.6,0.9,0.6,0.2,0.0,0.3,2.9,1993-94,0,0.39,0.1
Gerald Paddio,IND,7.0,7.9,1.3,3.3,0.391,0.0,,1.3,0.391,0.391,0.1,0.3,0.5,0.0,0.7,0.7,0.6,0.1,0.0,0.6,2.7,1993-94,0,0.39,0.19
Gerald Paddio,NYK,3.0,2.7,0.7,1.7,0.4,0.0,,0.7,0.4,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1993-94,0,0.38,0.1
Gerald Paddio,WSB,8.0,9.3,1.4,4.0,0.344,0.0,0.0,1.4,0.355,0.344,1.0,1.8,0.571,0.6,0.8,1.4,0.9,0.4,0.0,0.3,3.8,1993-94,0,0.4,0.35
Lorenzo Williams,3TM,38.0,18.8,1.3,2.9,0.445,0.0,0.0,1.3,0.45,0.445,0.3,0.7,0.429,2.5,3.2,5.7,0.7,0.5,1.2,0.6,2.9,1993-94,0,0.45,0.22
Lorenzo Williams,ORL,3.0,6.3,0.3,2.0,0.167,0.0,0.0,0.3,0.2,0.167,0.0,0.0,,1.0,0.3,1.3,0.7,0.7,1.0,0.0,0.7,1993-94,0,0.18,0.9
Lorenzo Williams,CHH,1.0,19.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,1993-94,0,0.0,5.0
Lorenzo Williams,DAL,34.0,19.9,1.4,3.0,0.466,0.0,,1.4,0.466,0.466,0.4,0.8,0.429,2.7,3.4,6.1,0.7,0.4,1.2,0.6,3.2,1993-94,0,0.48,0.26
Marcus Liberty,2TM,38.0,7.5,1.1,3.2,0.325,0.3,0.357,0.8,0.316,0.366,0.5,1.0,0.487,0.7,0.9,1.6,0.4,0.3,0.1,0.6,2.9,1993-94,0,0.4,0.06
Jud Buechler,GSW,36.0,6.1,1.2,2.3,0.5,0.3,0.414,0.8,0.545,0.571,0.3,0.6,0.5,0.4,0.5,0.9,0.4,0.2,0.0,0.3,2.9,1993-94,0,0.57,0.08
John Crotty,UTA,45.0,7.0,1.0,2.2,0.455,0.2,0.458,0.8,0.453,0.51,0.7,0.8,0.861,0.2,0.4,0.7,1.7,0.3,0.0,0.6,2.9,1993-94,0,0.57,0.08
Lester Conner,IND,11.0,15.4,1.3,3.5,0.368,0.0,0.0,1.3,0.4,0.368,0.3,0.5,0.5,0.9,1.3,2.2,2.8,1.3,0.1,0.8,2.8,1993-94,0,0.38,0.55
Tellis Frank,MIN,67.0,14.3,1.0,2.4,0.419,0.0,0.0,1.0,0.424,0.419,0.8,1.1,0.711,1.2,2.0,3.3,0.9,0.5,0.5,0.7,2.8,1993-94,0,0.49,0.08
Paul Graham,ATL,21.0,6.1,1.0,2.7,0.368,0.1,0.231,0.9,0.409,0.395,0.6,0.8,0.765,0.2,0.4,0.6,0.6,0.2,0.2,0.2,2.8,1993-94,0,0.46,0.11
Byron Houston,GSW,71.0,12.2,1.1,2.5,0.458,0.0,0.143,1.1,0.471,0.46,0.5,0.8,0.611,0.9,1.8,2.7,0.5,0.5,0.4,0.7,2.8,1993-94,0,0.49,0.06
Jaren Jackson,POR,29.0,6.4,1.2,3.0,0.391,0.0,0.0,1.2,0.42,0.391,0.4,0.5,0.857,0.2,0.4,0.6,0.9,0.1,0.1,0.5,2.8,1993-94,0,0.43,0.07
Dave Johnson,CHI,17.0,7.0,1.0,3.2,0.315,0.0,0.0,1.0,0.321,0.315,0.8,1.2,0.619,0.5,0.4,0.9,0.2,0.2,0.0,0.5,2.8,1993-94,0,0.38,0.06
Corey Williams,MIN,4.0,11.5,1.3,3.3,0.385,0.0,0.0,1.3,0.417,0.385,0.3,0.3,1.0,0.3,1.3,1.5,1.5,0.5,0.0,0.5,2.8,1993-94,0,0.41,0.95
Doug Edwards,ATL,16.0,6.7,1.1,3.1,0.347,0.0,0.0,1.1,0.354,0.347,0.6,1.0,0.563,0.4,0.7,1.1,0.5,0.1,0.3,0.4,2.7,1993-94,0,0.38,0.12
Alphonso Ford,SEA,6.0,2.7,1.2,2.2,0.538,0.2,1.0,1.0,0.5,0.577,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.3,0.0,0.2,2.7,1993-94,0,0.58,0.32
Donald Hodge,DAL,50.0,8.6,0.9,2.0,0.455,0.0,,0.9,0.455,0.455,0.9,1.0,0.846,0.9,1.0,1.9,0.6,0.3,0.3,0.6,2.7,1993-94,0,0.55,0.08
Will Perdue,CHI,43.0,9.2,1.1,2.6,0.42,0.0,0.0,1.1,0.423,0.42,0.5,0.7,0.719,0.9,2.0,2.9,0.8,0.2,0.3,1.0,2.7,1993-94,0,0.46,0.1
Antonio Harvey,LAL,27.0,9.1,1.1,2.9,0.367,0.0,,1.1,0.367,0.367,0.4,1.0,0.462,1.0,1.2,2.2,0.2,0.3,0.7,0.6,2.6,1993-94,0,0.39,0.11
Ervin Johnson,SEA,45.0,6.2,1.0,2.4,0.415,0.0,,1.0,0.415,0.415,0.6,1.0,0.63,1.1,1.6,2.6,0.2,0.2,0.5,0.5,2.6,1993-94,0,0.46,0.08
John Paxson,CHI,27.0,12.7,1.1,2.5,0.441,0.3,0.409,0.8,0.457,0.507,0.0,0.1,0.5,0.1,0.6,0.7,1.2,0.3,0.1,0.2,2.6,1993-94,0,0.51,0.12
Anthony Cook,2TM,25.0,8.1,1.0,2.2,0.481,0.0,0.0,1.0,0.491,0.481,0.4,1.0,0.4,0.8,1.4,2.2,0.2,0.1,0.6,0.5,2.5,1993-94,0,0.47,0.13
Kevin Brooks,DEN,34.0,5.6,1.1,2.9,0.364,0.1,0.174,0.9,0.421,0.384,0.3,0.3,0.9,0.1,0.5,0.6,0.1,0.0,0.1,0.4,2.5,1993-94,0,0.41,0.03
Litterial Green,ORL,29.0,4.3,0.8,2.0,0.386,0.0,0.25,0.7,0.396,0.395,1.0,1.3,0.757,0.2,0.2,0.4,0.3,0.2,0.0,0.4,2.5,1993-94,0,0.49,0.05
Adonis Jordan,DEN,6.0,13.2,1.0,3.8,0.261,0.5,0.3,0.5,0.231,0.326,0.0,0.0,,0.5,0.5,1.0,3.2,0.0,0.2,1.0,2.5,1993-94,0,0.33,0.52
Jim Les,SAC,18.0,9.4,0.7,1.9,0.382,0.4,0.444,0.3,0.313,0.5,0.6,0.7,0.846,0.3,0.4,0.7,2.2,0.4,0.1,0.6,2.5,1993-94,0,0.57,0.22
Danny Schayes,2TM,36.0,10.1,0.8,2.3,0.333,0.0,,0.8,0.333,0.333,0.8,0.9,0.906,0.9,1.3,2.2,0.4,0.3,0.3,0.6,2.4,1993-94,0,0.45,0.09
Evers Burns,SAC,23.0,6.2,1.0,2.4,0.4,0.0,,1.0,0.4,0.4,0.5,1.0,0.522,0.6,0.7,1.3,0.4,0.3,0.1,0.3,2.4,1993-94,0,0.42,0.1
Greg Dreiling,DAL,54.0,12.7,1.0,1.9,0.5,0.0,1.0,0.9,0.495,0.505,0.5,0.7,0.711,0.9,2.3,3.1,0.6,0.3,0.4,0.8,2.4,1993-94,0,0.54,0.09
Richard Petruška,HOU,22.0,4.2,0.9,2.1,0.435,0.3,0.467,0.6,0.419,0.511,0.3,0.4,0.75,0.4,1.0,1.4,0.0,0.1,0.1,0.7,2.4,1993-94,0,0.53,0.09
Keith Askins,MIA,37.0,8.6,1.0,2.4,0.409,0.1,0.19,0.9,0.478,0.432,0.2,0.3,0.9,0.9,1.3,2.2,0.4,0.3,0.0,0.6,2.3,1993-94,0,0.45,0.08
Chris Corchiani,BOS,51.0,9.2,0.8,1.8,0.426,0.2,0.289,0.6,0.518,0.484,0.5,0.7,0.684,0.2,0.7,0.9,1.7,0.4,0.0,0.7,2.3,1993-94,0,0.55,0.07
Chris Dudley,POR,6.0,14.3,1.0,4.2,0.24,0.0,,1.0,0.24,0.24,0.3,0.7,0.5,2.7,1.3,4.0,0.8,0.7,0.5,0.3,2.3,1993-94,0,0.26,0.73
Dwayne Schintzius,NJN,30.0,10.6,1.0,2.8,0.345,0.0,,1.0,0.345,0.345,0.3,0.6,0.588,0.9,2.1,3.0,0.4,0.2,0.6,0.4,2.3,1993-94,0,0.38,0.13
LaSalle Thompson,IND,30.0,9.4,0.9,2.6,0.351,0.0,,0.9,0.351,0.351,0.5,1.0,0.533,0.9,1.6,2.5,0.5,0.3,0.3,0.8,2.3,1993-94,0,0.38,0.1
Stanley Jackson,MIN,17.0,5.4,1.0,1.9,0.515,0.1,0.2,0.9,0.571,0.53,0.2,0.2,1.0,0.7,0.9,1.6,0.9,0.3,0.0,0.6,2.2,1993-94,0,0.55,0.21
Charles Jones,DET,42.0,20.9,0.9,1.9,0.462,0.0,0.0,0.9,0.468,0.462,0.5,0.8,0.559,2.1,3.5,5.6,0.7,0.3,1.0,0.3,2.2,1993-94,0,0.49,0.2
Alec Kessler,MIA,15.0,4.4,0.7,1.7,0.44,0.3,0.556,0.4,0.375,0.54,0.4,0.5,0.75,0.3,0.4,0.7,0.1,0.1,0.1,0.3,2.2,1993-94,0,0.57,0.12
Jerrod Mustaf,PHO,33.0,5.9,0.9,2.5,0.357,0.0,,0.9,0.357,0.357,0.4,0.7,0.591,0.6,1.1,1.7,0.2,0.1,0.2,0.3,2.2,1993-94,0,0.39,0.07
Duane Cooper,PHO,23.0,5.9,0.8,1.8,0.439,0.0,0.143,0.7,0.5,0.451,0.5,0.7,0.733,0.1,0.3,0.4,1.2,0.1,0.0,0.9,2.1,1993-94,0,0.5,0.07
Jack Haley,SAS,28.0,3.4,0.8,1.7,0.438,0.0,,0.8,0.438,0.438,0.6,0.8,0.81,0.2,0.6,0.9,0.0,0.0,0.0,0.4,2.1,1993-94,0,0.51,0.05
Rick Mahorn,NJN,28.0,8.1,0.8,1.7,0.489,0.0,0.0,0.8,0.5,0.489,0.5,0.7,0.65,0.6,1.4,1.9,0.2,0.1,0.2,0.3,2.1,1993-94,0,0.52,0.11
Bob Martin,LAC,53.0,10.1,0.8,1.7,0.455,0.0,,0.8,0.455,0.455,0.6,1.0,0.608,0.7,1.5,2.2,0.3,0.2,0.6,0.5,2.1,1993-94,0,0.49,0.07
Mark Randall,DEN,28.0,5.5,0.6,1.8,0.34,0.1,0.143,0.5,0.417,0.36,0.8,1.0,0.786,0.3,0.5,0.8,0.4,0.3,0.1,0.4,2.1,1993-94,0,0.47,0.07
Steve Scheffler,SEA,35.0,4.3,0.8,1.3,0.609,0.0,,0.8,0.609,0.609,0.5,0.6,0.95,0.3,0.4,0.7,0.2,0.2,0.0,0.2,2.1,1993-94,0,0.67,0.07
Earl Cureton,HOU,2.0,15.0,1.0,4.0,0.25,0.0,,1.0,0.25,0.25,0.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.5,2.0,1993-94,0,0.23,1.75
Dell Demps,GSW,2.0,5.5,1.0,3.0,0.333,0.0,,1.0,0.333,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,2.0,1993-94,0,0.29,0.0
Bill Edwards,PHI,3.0,14.7,0.7,6.0,0.111,0.0,0.0,0.7,0.154,0.111,0.7,1.7,0.4,1.7,3.0,4.7,1.3,1.0,0.3,1.3,2.0,1993-94,0,0.15,0.57
